BO round,temperature_deg_c,time_h,scale_mol,stirring_shaking,startingmat_1_name,startingmat_1_cas,startingmat_1_smiles,startingmat_1_eq,reagent_1_name,reagent_1_cas,reagent_1_eq,catalyst_name,catalyst_cas,catalyst_eq,solvent_1_name,solvent_1_cas,solvent_1_fraction,solvent_2_name,solvent_2_fraction,additive_1_name,additive_1_cas,additive_1_eq,product_1_name,product_1_cas,product_1_smiles,conversion (%),selectivity(%)
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(tBuXPhos)]OTf,1798782-25-8,0.01,MeTHF,96-47-9,0.67,water,0.33,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,52,31
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,MorDalphos Pd G3,2222690-89-1,0.01,NBP,3470-98-2,1.00,,,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,1,0
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,TrixiePhos Pd G3,2230788-63-1,0.01,NBP,3470-98-2,1.00,,,NEt3,121-44-8,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,11,20
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(tBuXPhos)]OTf,1798782-25-8,0.01,NBP,3470-98-2,0.67,water,0.33,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,72,5
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(Cl)2(DPEPhos)],205319-06-8,0.01,NBP,3470-98-2,0.67,water,0.33,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,90,21
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,N-Xantphos Pd G3,1602922-03-1,0.01,NBP,3470-98-2,0.67,water,0.33,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,69,11
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,Xantphos Pd G3,1445085-97-1,0.01,NBP,3470-98-2,0.67,water,0.33,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,62,4
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(tBuXPhos)]OTf,1798782-25-8,0.01,NBP,3470-98-2,0.67,water,0.33,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,31,83
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(Xantphos)]Cl,879689-28-8,0.01,NBP,3470-98-2,0.67,water,0.33,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,97,89
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,AmPhos Pd G3,1820817-64-8,0.01,NBP,3470-98-2,0.67,water,0.33,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,50,76
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,N-Xantphos Pd G3,1602922-03-1,0.01,NBP,3470-98-2,0.67,water,0.33,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,21,69
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(Xantphos)]Cl,879689-28-8,0.01,NBP,3470-98-2,0.67,water,0.33,NEt3,121-44-8,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,93,26
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(tBuBrettPhos)]OTf,1798782-15-6,0.01,NBP,3470-98-2,0.67,water,0.33,none,,,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,43,88
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(tBuXPhos)]OTf,1798782-25-8,0.01,NBP,3470-98-2,0.67,water,0.33,none,,,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,48,94
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(Xantphos)]Cl,879689-28-8,0.01,NBP,3470-98-2,0.67,water,0.33,none,,,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,100,97
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(Cl)2(DPEPhos)],205319-06-8,0.01,NBP,3470-98-2,0.67,water,0.33,none,,,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,4,0
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,N-Xantphos Pd G3,1602922-03-1,0.01,NBP,3470-98-2,0.67,water,0.33,none,,,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,60,95
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(tBuXPhos)]OTf,1798782-25-8,0.01,NBP,3470-98-2,0.67,water,0.33,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,83,0
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(tBuXPhos)]OTf,1798782-25-8,0.01,PhMe,108-88-3,0.67,water,0.33,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,68,0
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(Xantphos)]Cl,879689-28-8,0.01,PhMe,108-88-3,0.67,water,0.33,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,64,0
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(Xantphos)]Cl,879689-28-8,0.01,PhMe,108-88-3,0.67,water,0.33,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,13,100
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(Xantphos)]Cl,879689-28-8,0.01,PhMe,108-88-3,0.67,water,0.33,none,,,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,100,95
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(Xantphos)]Cl,879689-28-8,0.01,PhMe,108-88-3,0.67,water,0.33,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,95,0
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(tBuXPhos)]OTf,1798782-25-8,0.01,tBuOH,75-65-0,0.67,water,0.33,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,100,4
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,tBuXPhos Pd G4,1599466-89-3,0.01,tBuOH,75-65-0,0.67,water,0.33,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,100,31
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(Xantphos)]Cl,879689-28-8,0.01,tBuOH,75-65-0,0.67,water,0.33,none,,,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,100,100
2,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(Xantphos)]Cl,879689-28-8,0.01,y-valerolactone,108-29-2,1.00,,,none,,,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,4,100
