BO round,temperature_deg_c,time_h,scale_mol,stirring_shaking,startingmat_1_name,startingmat_1_cas,startingmat_1_smiles,startingmat_1_eq,reagent_1_name,reagent_1_cas,reagent_1_eq,catalyst_name,catalyst_cas,catalyst_eq,solvent_1_name,solvent_1_cas,solvent_1_fraction,product_1_name,product_1_smiles,conversion (%),de (syn) (%),ee (syn) (%),dr (anti/syn),ee (anti) (%)
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NEt3,121-44-8,0.2,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,EtOH,64-17-5,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,43.8,40.8,79.4,0.4,-58.6
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NEt3,121-44-8,0.5,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,EtOH,64-17-5,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,71,33.5,75.1,0.5,-72.9
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,Na2CO3,497-19-8,0.2,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,iPrOH,67-63-0,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,56.6,52.4,65.7,0.3,-30.6
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,Na2CO3,497-19-8,0.5,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,iPrOH,67-63-0,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,63.1,48.2,63.1,0.3,-32.3
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOH,1310-58-3,0.2,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,MeOH,67-56-1,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.3,-65.4,51.3,4.8,19.8
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.2,"[RuCl2((R)-BINAP)((R,R)-DPEN)]",212143-23-2,0.01,MeOH,67-56-1,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,98.9,-94.1,26.3,33,47.2
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,none,,0.2,"[RuCl2((R)-BINAP)((S,S)-DPEN)]",212210-87-2,0.01,MeOH,67-56-1,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,0,n.d.,n.d.,n.d.,n.d.
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOH,1310-58-3,0.2,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,MeTHF,96-47-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,98.3,-4.5,11.9,1.1,-2.8
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.2,[IrClH2((R)-DTB-SpiroPAP-3-Me)],1396201-63-0,0.01,MeTHF,96-47-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.6,11.6,-49.3,0.8,-30
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.2,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,MeTHF,96-47-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,100,-100,#DIV/0!,#DIV/0!,100
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.2,"[RuCl((R,R)-Teth-Ts-DPEN)]",1192620-83-9,0.01,MeTHF,96-47-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.6,-75.2,30.2,7.1,-48.9
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,K2CO3,584-08-7,0.5,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,PhMe,108-88-3,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,98.9,5.6,45.9,0.9,-62.8
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOH,1310-58-3,0.2,[IrClH2((R)-DTB-SpiroPAP-3-Me)],1396201-63-0,0.01,PhMe,108-88-3,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,98.6,-17.8,-2.7,1.4,-3.8
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOH,1310-58-3,0.2,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,PhMe,108-88-3,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,98.7,-18.1,2.9,1.4,2.3
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOH,1310-58-3,0.5,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,PhMe,108-88-3,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.3,-19.2,0.3,1.5,1.6
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.2,[IrClH2((R)-DTB-SpiroPAP-3-Me)],1396201-63-0,0.01,PhMe,108-88-3,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.5,-18.4,-13,1.5,-10
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.2,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,PhMe,108-88-3,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,98.4,28.2,77,0.6,19.4
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.2,"[RuCl((R,R)-Teth-Ts-DPEN)]",1192620-83-9,0.01,PhMe,108-88-3,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.7,-70,-49.8,5.7,35.1
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.5,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,PhMe,108-88-3,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99,-15.1,30,1.4,0.4
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.2,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,PhMe,108-88-3,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,98.3,-15.6,4.5,1.4,6.3
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.2,"[RuCl((R,R)-Teth-Ts-DPEN)]",1192620-83-9,0.01,PhMe,108-88-3,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,84.8,-49,20.3,2.9,-35.4
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.2,"[RuCl2((R)-BINAP)((R,R)-DPEN)]",212143-23-2,0.01,PhMe,108-88-3,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,98.5,-28.2,58.9,1.8,35
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.2,"[RuCl2((R)-BINAP)((S,S)-DPEN)]",212210-87-2,0.01,PhMe,108-88-3,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,98.6,-66.1,24.5,4.9,-66
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,DBU,6674-22-2,0.5,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.8,80.5,89.7,0.1,-90.7
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,K2CO3,584-08-7,0.2,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.2,24.5,46.3,0.6,-96
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,K2CO3,584-08-7,0.5,[IrClH2((R)-DTB-SpiroPAP-3-Me)],1396201-63-0,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.5,19.2,-44.7,0.7,81.8
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,K2CO3,584-08-7,0.5,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.1,17.7,43.2,0.7,-76.8
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOH,1310-58-3,0.2,[IrClH2((R)-DTB-SpiroPAP-3-Me)],1396201-63-0,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.5,-4.2,-25.4,1.1,9
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOH,1310-58-3,0.2,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.3,-3.6,26,1.1,-10.8
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOH,1310-58-3,0.2,"[RuCl((R,R)-Teth-Ts-DPEN)]",1192620-83-9,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.4,-77.2,-25.7,7.8,18.4
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOH,1310-58-3,0.5,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.3,-2.5,27.6,1.1,-6.6
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.2,[IrClH2((R)-DTB-SpiroPAP-3-Me)],1396201-63-0,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.5,-0.6,-33.1,1,-12.8
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.2,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.2,51.6,74.9,0.3,-14.1
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.5,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.3,29,54.3,0.6,-3.8
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,Na2CO3,497-19-8,0.2,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,12.8,72.1,89.8,0.2,-42.3
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOH,1310-73-2,0.2,[IrClH2((R)-DTB-SpiroPAP-3-Me)],1396201-63-0,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,98.9,-5.9,-19.9,1.1,14.1
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOH,1310-73-2,0.2,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.2,-5.5,21.7,1.1,-15
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOH,1310-73-2,0.5,[IrClH2((R)-DTB-SpiroPAP-3-Me)],1396201-63-0,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.5,-7,-20.2,1.1,11.2
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOH,1310-73-2,0.5,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.2,-11.4,10.4,1.3,-3.9
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.2,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.3,12.4,51.7,0.8,11.6
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.2,"[RuCl2((R)-BINAP)((R,R)-DPEN)]",212143-23-2,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,98.5,-52,71.3,3.2,46.7
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.5,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.3,12.2,41.2,0.8,3.1
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,DBU,6674-22-2,0.2,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,THF,109-99-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,52.7,81,92.8,0.1,-47.6
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.2,[IrClH2((R)-DTB-SpiroPAP-3-Me)],1396201-63-0,0.01,THF,109-99-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.6,40.2,-60.6,0.4,-8.2
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.2,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,THF,109-99-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99,30,52,0.5,13.5
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.5,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,THF,109-99-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.4,63.5,82.4,0.2,-3.5
2,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.2,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,THF,109-99-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.2,7.1,59.9,0.9,46.2
