BO round,temperature_deg_c,time_h,scale_mol,stirring_shaking,startingmat_1_name,startingmat_1_cas,startingmat_1_smiles,startingmat_1_eq,reagent_1_name,reagent_1_cas,reagent_1_eq,catalyst_name,catalyst_cas,catalyst_eq,solvent_1_name,solvent_1_cas,solvent_1_fraction,product_1_name,product_1_smiles,conversion (%),de (syn) (%),ee (syn) (%),dr (anti/syn),ee (anti) (%)
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,K2CO3,584-08-7,0.2,[Ru(OAc)2((S)-DTB-MeOBIPHEP)],167781-45-5,0.01,EtOH,64-17-5,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.5,-57.2,-2.4,3.7,-0.3
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,K2CO3,584-08-7,0.5,[IrClH2((R)-DTB-SpiroPAP-3-Me)],1396201-63-0,0.01,EtOH,64-17-5,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.6,13.2,-65,0.8,78.7
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.5,"[RuCl2((R)-BINAP)((S,S)-DPEN)]",212210-87-2,0.01,EtOH,64-17-5,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,98.5,-87,66.4,14.4,-17.1
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOH,1310-73-2,0.2,[RuCl((R)-DM-BINAP)((R)-DAIPENA)],1384974-38-2,0.01,EtOH,64-17-5,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.6,-99.4,-60.3,346.1,97.1
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NEt3,121-44-8,0.2,[IrClH2((S)-DTB-SpiroPAP-3-Me)],1418483-59-6,0.01,EtOH,64-17-5,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,41.7,41.8,84.7,0.4,-62.9
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,DBU,6674-22-2,0.5,"[Ir(COD)((S,S)-Ph-UBAPHOX)]BARF",405235-55-4,0.01,iPrOH,67-63-0,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,39.5,-71.8,-2.1,6.1,4.7
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,DBU,6674-22-2,0.5,[RuCl(p-cymene)((S)-DM-BINAP)]Cl,944451-25-6,0.01,iPrOH,67-63-0,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,43.2,-78.7,75.7,8.4,-78.2
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,DBU,6674-22-2,0.5,"[RuCl2((S)-BINAP)((S,S)-DPEN)]",329736-05-2,0.01,iPrOH,67-63-0,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,9.1,-69.6,3,5.6,-64.5
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,K2CO3,584-08-7,0.2,[RuCl((S)-DM-BINAP)((S)-DAIPENA)],1312713-89-5,0.01,iPrOH,67-63-0,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,95.6,-79.8,89.6,8.9,-20.6
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,K2CO3,584-08-7,0.2,"[RuCl2((S)-DM-BINAP)((S,S)-DPEN)]",220114-03-4,0.01,iPrOH,67-63-0,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,24.2,-89.9,23.4,18.8,-85.1
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOH,1310-58-3,0.5,[RuCl2((R)-BINAP)((R)-DAIPEN)],329735-86-6,0.01,iPrOH,67-63-0,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.5,-88.4,8.1,16.3,87.4
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.2,[RuCl(p-cymene)((R)-BINAP)]Cl,145926-28-9,0.01,iPrOH,67-63-0,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,80.1,-53,8.2,3.3,4.6
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.5,[RuCl((S)-DM-BINAP)((S)-DAIPENA)],1312713-89-5,0.01,iPrOH,67-63-0,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.4,-97.9,82.5,92.2,-97.1
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.2,"[RuCl(p-cymene)((S,S)-Ts-DPEN)]",192139-90-5,0.01,iPrOH,67-63-0,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,98.9,-65.9,-2.2,4.9,-8.3
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.2,"[RuCl2((S)-BINAP)((S,S)-DPEN)]",329736-05-2,0.01,iPrOH,67-63-0,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.8,-77.1,-68.1,7.7,-66.6
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.5,[RuCl2((S)-DM-SEGPHOS)((S)-DAIPEN)],944450-44-6,0.01,iPrOH,67-63-0,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.8,-99.1,21.4,223.4,-98
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NEt3,121-44-8,0.5,[RuCl(p-cymene)((R)-DM-BINAP)]Cl,944451-24-5,0.01,iPrOH,67-63-0,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,9.6,-31,-5.4,1.9,19.1
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOH,1310-58-3,0.2,"[RuCl((R,R)-Teth-Ts-DPEN)]",1192620-83-9,0.01,MeOH,67-56-1,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,80.4,-21.3,48.4,1.5,-64.2
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOH,1310-58-3,0.5,[RuCl2((S)-DM-BINAP)((S)-DAIPEN)],220114-01-2,0.01,MeOH,67-56-1,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.3,-96,74.5,48.4,-95.7
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.5,[Ru(OAc)2((S)-DTB-MeOBIPHEP)],167781-45-5,0.01,MeOH,67-56-1,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,98.1,-61.9,0.2,4.2,1.5
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,none,,0.5,[RuCl2((R)-BINAP)((R)-DAIPEN)],329735-86-6,0.01,MeOH,67-56-1,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,0.5,n.d.,n.d.,n.d.,n.d.
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,DBU,6674-22-2,0.2,[RuCl(p-cymene)((S)-DM-BINAP)]Cl,944451-25-6,0.01,MeTHF,96-47-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,0.2,n.d.,n.d.,n.d.,n.d.
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,DBU,6674-22-2,0.2,"[RuCl2((R)-DM-BINAP)((R,R)-DPEN)]",220114-38-5,0.01,MeTHF,96-47-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,0.7,n.d.,n.d.,n.d.,n.d.
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.5,"[Ir(COD)((R,R)-Ph-UBAPHOX)]BARF",880262-16-8,0.01,MeTHF,96-47-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,3.1,n.d.,n.d.,n.d.,n.d.
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,none,,0.5,"[Ir(COD)((R,R)-Ph-UBAPHOX)]BARF",880262-16-8,0.01,MeTHF,96-47-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,3.7,n.d.,n.d.,n.d.,n.d.
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,DBU,6674-22-2,0.2,[RuCl2((S)-DM-SEGPHOS)((S)-DAIPEN)],944450-44-6,0.01,PhMe,108-88-3,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,15.9,-93.5,5.4,29.7,-92.6
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,DBU,6674-22-2,0.5,[RuCl((S)-DM-BINAP)((S)-DAIPENA)],1312713-89-5,0.01,PhMe,108-88-3,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,98.1,-95.4,7.3,42,-92.1
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOH,1310-58-3,0.2,[RuCl(p-cymene)((S)-DM-BINAP)]Cl,944451-25-6,0.01,PhMe,108-88-3,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,0,n.d.,n.d.,n.d.,n.d.
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.2,"[RuCl(p-cymene)((R,R)-Ts-DPEN)]",192139-92-7,0.01,PhMe,108-88-3,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,76.3,-55.2,-14.7,3.5,25.2
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.2,"[RuCl2((S)-DM-BINAP)((S,S)-DPEN)]",220114-03-4,0.01,PhMe,108-88-3,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.4,-75.2,-78.2,7.1,-80.8
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.5,"[RuCl2((S)-DM-PPhos)((S,S)-DPEN)]",821793-37-7,0.01,PhMe,108-88-3,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99,-72.7,-68.2,6.3,67.4
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,K2CO3,584-08-7,0.2,"[RuCl((S,S)-Teth-Ts-DPEN)]",851051-43-9,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,6.2,-9.8,-46,1.2,84.2
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,K2CO3,584-08-7,0.2,"[RuCl2((S)-DM-BINAP)((S,S)-DPEN)]",220114-03-4,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,1.2,n.d.,n.d.,n.d.,n.d.
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOH,1310-58-3,0.5,"[Ir(COD)((S,S)-Ph-UBAPHOX)]BARF",405235-55-4,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.7,-86.5,-7.7,13.9,10.2
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOH,1310-58-3,0.5,"[RuCl2((S)-BINAP)((S,S)-DPEN)]",329736-05-2,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.5,-73,-73.5,6.4,-66.6
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.2,[IrClH2((R)-DTB-SpiroPAP-3-Me)],1396201-63-0,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.4,23.5,-58.2,0.6,26.2
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOH,1310-73-2,0.5,"[Ir(COD)((S,S)-Ph-UBAPHOX)]BARF",405235-55-4,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.6,-79.2,39.5,8.6,49.7
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOH,1310-73-2,0.5,[Ru(OAc)2((S)-DTB-MeOBIPHEP)],167781-45-5,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.3,-55.6,-11.2,3.5,-37.1
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.5,[Ru(OAc)2((R)-MeOBIPHEP)],133519-04-7,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,40.8,-55,-7.3,3.4,-14.9
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NEt3,121-44-8,0.2,[IrClH2((R)-DTB-SpiroPAP-3-Me)],1396201-63-0,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,2,n.d.,n.d.,n.d.,n.d.
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NEt3,121-44-8,0.2,[Ru(OAc)2((S)-DTB-MeOBIPHEP)],167781-45-5,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,2.3,n.d.,n.d.,n.d.,n.d.
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,none,,0.2,"[RuCl(p-cymene)((S,S)-Ts-DPEN)]",192139-90-5,0.01,tAmOH,75-85-4,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,3.4,n.d.,n.d.,n.d.,n.d.
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,DBU,6674-22-2,0.2,"[RuCl(p-cymene)((R,R)-Ts-DPEN)]",192139-92-7,0.01,THF,109-99-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,9,-42.2,25.4,2.5,-32.1
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,DBU,6674-22-2,0.5,[IrClH2((R)-DTB-SpiroPAP-3-Me)],1396201-63-0,0.01,THF,109-99-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,0.9,n.d.,n.d.,n.d.,n.d.
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,DBU,6674-22-2,0.5,[Ru(OAc)2((S)-MeOBIPHEP)],134527-17-6,0.01,THF,109-99-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,1.6,n.d.,n.d.,n.d.,n.d.
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,DBU,6674-22-2,0.5,"[RuCl(p-cymene)((R,R)-Ts-DPEN)]",192139-92-7,0.01,THF,109-99-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,9.1,-40.7,31.2,2.4,-33.8
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,K2CO3,584-08-7,0.2,"[RuCl2((R)-DM-PPhos)((R,R)-DPEN)]",478308-93-9,0.01,THF,109-99-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,0.2,n.d.,n.d.,n.d.,n.d.
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,K2CO3,584-08-7,0.5,[RuCl(p-cymene)((R)-DM-BINAP)]Cl,944451-24-5,0.01,THF,109-99-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,6.1,-39.5,1.5,2.3,0.4
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,K2CO3,584-08-7,0.5,[RuCl2((R)-BINAP)((R)-DAIPEN)],329735-86-6,0.01,THF,109-99-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,3.3,n.d.,n.d.,n.d.,n.d.
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOH,1310-58-3,0.2,[RuCl(p-cymene)((R)-BINAP)]Cl,145926-28-9,0.01,THF,109-99-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,13.7,-72.7,11.6,6.3,4.8
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.2,[IrClH2((R)-DTB-SpiroPAP-3-Me)],1396201-63-0,0.01,THF,109-99-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.5,47.9,-75.4,0.4,10.8
1,30,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NEt3,121-44-8,0.2,"[RuCl2((S)-BINAP)((S,S)-DPEN)]",329736-05-2,0.01,THF,109-99-9,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,0.1,n.d.,n.d.,n.d.,n.d.
1,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,K2CO3,584-08-7,0.5,[RuCl2((R)-BINAP)((R)-DAIPEN)],329735-86-6,0.01,EtOH,64-17-5,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.6,-89.3,-87.1,17.7,66.6
1,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,Na2CO3,497-19-8,0.5,[RuCl((S)-DM-BINAP)((S)-DAIPENA)],1312713-89-5,0.01,EtOH,64-17-5,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,53.1,-83.1,20.4,10.9,-60.6
1,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.2,[RuCl(p-cymene)((S)-DM-BINAP)]Cl,944451-25-6,0.01,EtOH,64-17-5,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.7,-97.3,-30.4,73.4,-57.1
1,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NEt3,121-44-8,0.2,[RuCl(p-cymene)((S)-BINAP)]Cl,130004-33-0,0.01,EtOH,64-17-5,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,4.9,n.d.,n.d.,n.d.,n.d.
1,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NEt3,121-44-8,0.5,[RuCl(p-cymene)((R)-DM-BINAP)]Cl,944451-24-5,0.01,EtOH,64-17-5,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,17.2,-37.8,-4.8,2.2,5
1,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,none,,0.2,[RuCl(p-cymene)((S)-DM-BINAP)]Cl,944451-25-6,0.01,EtOH,64-17-5,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,0,n.d.,n.d.,n.d.,n.d.
1,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOH,1310-58-3,0.2,"[RuCl2((S)-DM-BINAP)((S,S)-DPEN)]",220114-03-4,0.01,iPrOH,67-63-0,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.6,-81.6,-68.9,9.9,-70.9
1,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,KOtBu,865-47-4,0.2,"[RuCl(p-cymene)((R,R)-Ts-DPEN)]",192139-92-7,0.01,iPrOH,67-63-0,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.3,-62.3,2.2,4.3,2.7
1,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.5,[RuCl((S)-DM-BINAP)((S)-DAIPENA)],1312713-89-5,0.01,iPrOH,67-63-0,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.4,-97.3,52.2,73.5,-95.9
1,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,NaOtBu,865-48-5,0.5,"[RuCl(p-cymene)((R,R)-Ts-DPEN)]",192139-92-7,0.01,iPrOH,67-63-0,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.4,-66.9,3.4,5,2.7
1,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,DBU,6674-22-2,0.2,"[RuCl2((R)-BINAP)((S,S)-DPEN)]",212210-87-2,0.01,MeOH,67-56-1,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.5,-93,23.9,27.5,32.1
1,60,20,0.0000951,sh_300,"1,2-diphenylpropan-1-one",2042-85-5,CC(C(=O)c1ccccc1)c1ccccc1,1,K2CO3,584-08-7,0.2,"[RuCl((R,R)-Teth-Ts-DPEN)]",1192620-83-9,0.01,MeOH,67-56-1,1,"(1S, 2R)-1,2-diphenylpropan-1-ol",C[C@H](c1ccccc1)[C@H](O)c1ccccc1,99.3,-19.4,49.2,1.5,-64.8
